,topicsAll,topic0,topic1,topic2,topic3,topic4,topic5,model0,method0,method1,method2,method3,method4,method5,method6,method7,id,model1,method8,method9,method10,topic6,topic7,model2,model3,method11,method12,method13,method14,method15,method16,method17,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,method18
0,"Cellular neuroscience, Molecular neuroscience, Clinical neuroscience","Cellular neuroscience; Glia, Neurons",Molecular neuroscience; Proteins; Genertics,"Clinical neuroscience; Neurological disorders (Alzheimer disease, Amyloid, Tau, Neurodegenerative diseases, Synaptic impairment, Actin cytoskeleton dynamics, Cofilin 1 phosphorylation)",,,, In vitro (Culture),Immunohistochemistry,Cell culture,"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Confocal Microscopy, Immunohistochemistry, Western Blotting, Fluorescence Recovery After Photobleaching (FRAP), Neuronal Live Calcium Imaging",In situ hybridization,"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Confocal Microscopy, Immunohistochemistry, Western Blotting, Fluorescence Recovery After Photobleaching (FRAP), Neuronal Live Calcium Imaging",Immunofluorescence,"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Confocal Microscopy, Immunohistochemistry, Western Blotting, Fluorescence Recovery After Photobleaching (FRAP), Neuronal Live Calcium Imaging",Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,146,In vivo (Animal model; Transgenic); Mouse (mice),Molecular biology (Western Blott),"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Confocal Microscopy, Immunohistochemistry, Western Blotting, Fluorescence Recovery After Photobleaching (FRAP), Neuronal Live Calcium Imaging",,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Cognitive neuroscience, Developmental neuroscience","Cognitive neuroscience; Cognition, Memory, Reaction time","Developmental neuroscience; Cognitive development (Learning, Attention deficit disorder, Attention deficit hyperactivity disorder (ADHD)); Brain development",,,,,In vivo (Animal model; Transgenic); The experimental model used in this scientific study is children.,Behavioral tests (behavioral analysis; cognitive tests),Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,,152,In humans; Children,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"1. Behavioral neuroscience, Cognitive neuroscience, Developmental neuroscience, Molecular neuroscience, Neurophysiology
2. Clinical neuroscience","Developmental neuroscience; Brain development; Cognitive development (Attention deficit hyperactivity disorder (ADHD), Learning)",diet,,,,,None,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Cellular neuroscience, Clinical neuroscience","Clinical neuroscience; Neurological disorders (Huntingtons disease (Huntington's chorea; Huntington's disease; Huntingtons chorea), Neurodegenerative diseases (Neurodegeneration; Neurodegenerative disorders), White matter, Cortico-striatal tracts)","Cognitive neuroscience; Cognition, Neuroeconomics (Neuroeconomists; Neuromarketing), Memory",Molecular neuroscience; Genertics; Autopahgy,,,,In vivo (Animal model; Transgenic); Mouse (mice),"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Diffusion tensor imaging (DTI), Tractography dissections, Independent two-tailed t tests, Pearson's correlations, One-way ANOVA",Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,90,In humans; Human (Male and Female),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Cellular neuroscience, Neurophysiology, Neuroimmunity, Nervous System Tumor, Treatment","Cellular neuroscience; Glia, Neurons","Clinical neuroscience; Neurological disorders (Glioblastoma, Autophagy)","Neuroimmunity (Autoimmunity, Inflammation (Encephalitis), Neuroinflammation)","Nervous System Tumour (Tumor; cancer) (Glioblastoma, Chaperone-mediated autophagy)",,, In vitro (Culture),Immunohistochemistry,Molecular biology (PCR),Cell culture,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Clinical neuroscience, Mental Health","Clinical neuroscience; Neurological disorders (Stress disorder, Anxiety, Depression, Perceived stress)",patient,model,,,,None,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Cellular neuroscience, Neuroinflammation","Cellular neuroscience; Glia, Neurons",Neuroimmunity (Neuroinflammation),,,,,"In vivo (Animal model; Transgenic); Mouse (mice), Rat",Immunofluorescence,"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Confocal Microscopy, Immunofluorescence studies, Image analysis, qRT-PCR analysis",Molecular biology (PCR),Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,92, In vitro (Culture),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Behavioral neuroscience, Clinical neuroscience, Cognitive neuroscience","Behavioral neuroscience; Neuroethology, Mental Health","Cellular neuroscience; Glia(Glial cells; Neuroglia), Neurons(Nerve cells; Neuronal cells)","Clinical neuroscience; Brain stimulation; Neural prosthetics (Neuroprosthetics); Neurological disorders (Attention-deficit hyperactivity disorder (ADHD), Autism spectrum disorder (ASD), Intelligence and educational attainment (EA))","Cognitive neuroscience; Cognition, Neuroeconomics (Neuroeconomists; Neuromarketing), Memory","Developmental neuroscience; Brain development; Cognitive development (Autism (Autism spectrum disorder), Attention deficit hyperactivity disorder (ADHD)); motor development",Molecular neuroscience; Genertics; Genertics,In vivo (Animal model; Transgenic); The experimental model used in this scientific study is humans.,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,,,144,In humans; Children,,,,Neurophysiology; Brain;  Cerebellum; Spinal Chord; Motor control; Myelination; Neural mechanisms; Neural Pathways; Neuroplasticity; Neurotransmission; Sensory systems,,,,,,,,,,,,,,,,,,,,,,,,
0,"Cellular neuroscience, Clinical neuroscience, Cognitive neuroscience","Clinical neuroscience; Neurological disorders (Type One diabetes mellitus, Cognitive disturbances, Brain connectivity, Working memory, fMRI)","Cognitive neuroscience; Cognition, Neuroeconomics (Neuroeconomists; Neuromarketing), Memory",Neuroimmunity (Autoimmunity),,,,In vivo (Animal model; Transgenic); Human participants,"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); fMRI, SEM","Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); fMRI, SEM",,,,,,,150,In humans; fMRI (functional magnetic resonance imaging),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Cellular neuroscience, Molecular neuroscience, Clinical neuroscience","Cellular neuroscience; Glia(Glial cells; Neuroglia), Neurons(Nerve cells; Neuronal cells)","Developmental neuroscience; Brain development; Cognitive development (Intellectual disability (Mental retardation), Learning disabilities); Axon growth",Molecular neuroscience; Genertics; Metabolism,Neurophysiology; Neural mechanisms; Neural mechanisms; Injury; Injury; Injury; Peripehral nervous system,model,, In vitro (Culture),Cell culture,Molecular biology (PCR),"Gene expression; Transcriptomics, Proteomics, Microarrays",Gene Edition,,,,,45,"In vivo (Animal model; Transgenic); Human iPSCs, Lentiviral vectors, Neurons, Astrocytes",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Behavioral neuroscience, Cognitive neuroscience",Developmental neuroscience; Brain development; Cognitive development (Learning),"Cognitive neuroscience; Cognition, Memory",,,,,In vivo (Animal model; Transgenic); Rat,Cell culture,Stereotactics,Behavioral tests (behavioral analysis; cognitive tests),Molecular biology (PCR),Immunohistochemistry,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"1. Behavioral neuroscience, Clinical neuroscience, Molecular neuroscience, Cognitive neuroscience, Developmental neuroscience, Neurophysiology
2. Genetics, Neurodevelopment, Neurogenomics, Psychiatric disorders
3. Pleiotropic loci, Cross-disorder genetic influences, Shared genetic basis, Risk loci, Functional genomics",model,Diagnose,patient,,,,In silico (Computational model; Computational neuroscience; Computational neuroscientists; Neuroinformatics; Neuroinformaticians),Molecular biology (PCR), Bioinformatics,Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); There is no mention of any specific research methods used in this scientific paper.,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); There is no mention of any specific research methods used in the scientific paper.,Gene expression; Microarrays,,,51,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Behavioral neuroscience, Mental Health","Behavioral neuroscience; Psychology, Mental Health",Clinical neuroscience; Neurological disorders (None of the provided topics correspond to the scientific paper.),,,,,None,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Cellular neuroscience, Molecular neuroscience","Cellular neuroscience; Glia, Neurons",Molecular neuroscience; Metabolism; Genertics,"Nervous System Tumour (Tumor; cancer) (Pheochromocytoma, Paraganglioma, Krebs cycle)",,,, In vitro (Culture),"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Targeted exome sequencing, Pyrosequencing, Quantitative real-time PCR, Targeted next-generation sequencing, Methylation assay and data processing, Immunohistochemistry, Enzymatic activity analyses, Mutagenesis, Cell cultures, Western blot, Liquid chromatographic tandem-mass spectrometric determination of metabolites",Molecular biology (PCR),Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Gene Edition,"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Targeted exome sequencing, Pyrosequencing, Quantitative real-time PCR, Targeted next-generation sequencing, Methylation assay and data processing, Immunohistochemistry, Enzymatic activity analyses, Mutagenesis, Cell cultures, Western blot, Liquid chromatographic tandem-mass spectrometric determination of metabolites",Immunohistochemistry,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,187,In vivo (Animal model; Transgenic); The experimental model used in this scientific study is human tumor samples.,Cell culture,Molecular biology (Western Blott),Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Cellular neuroscience, Cognitive neuroscience",Cellular neuroscience; Neurons,"Cognitive neuroscience; Cognition, Memory",,,,,In silico (Computational model; Computational neuroscience; Computational neuroscientists; Neuroinformatics; Neuroinformaticians),Molecular biology (Western Blott),Molecular biology (PCR),Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); There is no mention of any specific research methods used in the scientific paper.,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Psycholinguistics, Communication, Language","Developmental neuroscience; Cognitive development (Learning, Communication); motor development","Cognitive neuroscience; Cognition, Consciousness",,,,,In vivo (Animal model; Transgenic); Human infants,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,,,192,"In humans; Infant, Adult",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Other Topics,"Cognitive neuroscience; Cognition, Memory",,,,,,None,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Clinical neuroscience, Cognitive neuroscience","Clinical neuroscience; Neurological disorders (Schizophrenia, Cognitive impairment)","Cognitive neuroscience; Cognition, Schizophrenia",,,,,In humans; Adult,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Other Topics,school,,,,,,None,Cell culture,Molecular biology (PCR),Immunohistochemistry,Immunofluorescence,In situ hybridization,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Cellular neuroscience, Developmental neuroscience","Cellular neuroscience; Glia(Glial cells; Neuroglia), Neurons(Nerve cells; Neuronal cells)","Developmental neuroscience; Axon growth; Brain development; Cognitive development (Autism, Down syndrome, Intellectual disability)",Molecular neuroscience; Proteins; Genertics,,,, In vitro (Culture),Cell culture,Molecular biology (Western Blott),Immunohistochemistry,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Immunofluorescence,"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Confocal Microscopy, In Utero Electroporation, Immunofluorescence Microscopy, Time-Lapse Microscopy",Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,50,In vivo (Animal model; Transgenic); Mouse (mice),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Other Topics,school,"Cognitive neuroscience; Cognition, Memory",,,,,None,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Clinical neuroscience, Cognitive neuroscience","Cognitive neuroscience; Cognition, Cognitive reserve","Clinical neuroscience; Neurological disorders (Huntingtons disease (Huntington's chorea; Huntington's disease; Huntingtons chorea), Neurodegenerative diseases (Neurodegeneration; Neurodegenerative disorders), Cognitive engagement)","Developmental neuroscience; Cognitive development (Learning, Cognitive engagement, Neurodegeneration); Brain development",,,,"In humans; Adult, Elder (Geriatry, Geriatric)",Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Magnetic resonance imaging (MRI),Behavioral tests (behavioral analysis; cognitive tests),,,,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Developmental neuroscience, Cognitive neuroscience","Developmental neuroscience; Cognitive development (Learning, Language development)","Cognitive neuroscience; Cognition, Consciousness",,,,,None,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Clinical neuroscience, Cognitive neuroscience","Clinical neuroscience; Neurological disorders (Virtual reality, Self-counselling, Embodiment techniques)","Cognitive neuroscience; Cognition, Consciousness, Memory",artificial intelligence,,,,In vivo (Animal model; Transgenic); Virtual reality (VR) technology was used as the experimental model in this scientific study.,Cell culture,Stereotactics,Optogenetics,Molecular biology (PCR), Bioinformatics,Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Virtual Reality Counselling Paradigm using Embodied Self-Dialogue,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Virtual Reality Counselling Paradigm using Embodied Self-Dialogue,93,"In humans; Embryo (Prenatal), Adult",Immunohistochemistry,Immunofluorescence,In situ hybridization,,,,,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Gene expression; Virtual Reality Counselling Paradigm using Embodied Self-Dialogue,Behavioral tests (behavioral analysis; cognitive tests),,,,,,,,,,,,,,,,,,
0,"Clinical neuroscience, Neurology, Alzheimer's disease, Retinal analysis","Clinical neuroscience; Neurological disorders (Alzheimer disease (Alzheimer's disease; Alzheimers disease), Retinal analysis)",model,Molecular neuroscience; Genertics; Metabolism,,,,In vivo (Animal model; Transgenic); The experimental model used in this scientific study is human patients with mild Alzheimer's disease.,Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Optical coherence tomography (OCT),,,,,,,,87,In humans; Human (patients with mild Alzheimer's disease and control group),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Cellular neuroscience, Molecular neuroscience","Cellular neuroscience; Glia(Glial cells; Neuroglia), Neurons(Nerve cells; Neuronal cells)",Molecular neuroscience; Proteins; Genertics,,,,, In vitro (Culture),Cell culture,Molecular biology (PCR),Molecular biology (Western Blott),Immunohistochemistry,"Gene expression; Microarrays, RNA affinity purification, RNA electrophoretic mobility shift assay, RNA stability assay, Luciferase gene reporter assay",Gene Edition,Behavioral tests (behavioral analysis; cognitive tests),,179,In silico (Computational model; Computational neuroscience; Computational neuroscientists; Neuroinformatics; Neuroinformaticians),,,,,,,,,,,,,,,,,,,,,,,,,,,,
